method,sequence,accuracy,recall,fps,reinit,frames
pmmh,tunnel,0.602616,0.607042,16.4211,58,312
pmmh,tunnel,0.561412,0.58512,17.3333,57,312
pmmh,tunnel,0.581234,0.571708,17.3333,61,312
pmmh,tunnel,0.561103,0.572398,18.3529,46,312
pmmh,tunnel,0.663779,0.595939,22.2857,39,312
pmmh,tunnel,0.584934,0.598183,22.2857,55,312
pmmh,tunnel,0.517807,0.544136,18.3529,63,312
pmmh,tunnel,0.566633,0.566642,15.6,46,312
pmmh,tunnel,0.569943,0.585444,17.3333,51,312
pmmh,tunnel,0.58386,0.608578,16.4211,49,312
pmmh,tunnel,0.57625,0.591668,14.8571,50,312
tracker,tunnel,0.48662,0.42934,312,11,312
tracker,tunnel,0.554016,0.527985,156,24,312
tracker,tunnel,0.544251,0.561908,156,32,312
tracker,tunnel,0.4724,0.484573,156,41,312
tracker,tunnel,0.503575,0.512195,312,43,312
tracker,tunnel,0.586176,0.578675,156,24,312
tracker,tunnel,0.501419,0.515307,156,32,312
tracker,tunnel,0.497121,0.510601,156,35,312
tracker,tunnel,0.483052,0.496958,156,48,312
tracker,tunnel,0.56138,0.502714,156,22,312
tracker,tunnel,0.529376,0.539053,156,26,312
tracker,tunnel,0.548291,0.557865,156,24,312
tracker,tunnel,0.50741,0.491729,156,28,312
tracker,tunnel,0.45894,0.436974,156,23,312
tracker,tunnel,0.58515,0.564671,312,28,312
pmmh,wiper,0.567897,0.572852,16.2381,48,341
pmmh,wiper,0.571419,0.581259,14.8261,52,341
pmmh,wiper,0.597173,0.613222,17.9474,53,341
pmmh,wiper,0.571625,0.571933,18.9444,47,341
pmmh,wiper,0.626242,0.648811,17.9474,49,341
pmmh,wiper,0.610911,0.611882,17.9474,43,341
pmmh,wiper,0.583655,0.604995,18.9444,49,341
pmmh,wiper,0.598474,0.613482,17.9474,44,341
pmmh,wiper,0.595132,0.618127,20.0588,55,341
pmmh,wiper,0.610871,0.622785,18.9444,51,341
pmmh,wiper,0.618246,0.626601,20.0588,57,341
pmmh,wiper,0.591662,0.598629,18.9444,49,341
pmmh,wiper,0.599692,0.611442,20.0588,59,341
pmmh,wiper,0.592708,0.596439,17.9474,48,341
pmmh,wiper,0.554429,0.573421,17.05,49,341
tracker,wiper,0.696737,0.6457,341,70,341
tracker,wiper,0.638396,0.62529,341,73,341
tracker,wiper,0.680035,0.618464,341,75,341
tracker,wiper,0.619337,0.628256,170.5,58,341
tracker,wiper,0.588812,0.60386,170.5,57,341
tracker,wiper,0.666917,0.621726,341,70,341
tracker,wiper,0.673883,0.643551,341,58,341
tracker,wiper,0.632744,0.635986,341,52,341
tracker,wiper,0.671929,0.637063,341,71,341
tracker,wiper,0.631222,0.633738,341,61,341
tracker,wiper,0.679294,0.62378,341,77,341
tracker,wiper,0.525926,0.534656,341,45,341
tracker,wiper,0.626491,0.648257,341,43,341
tracker,wiper,0.47565,0.47769,341,101,341
tracker,wiper,0.684402,0.625356,170.5,72,341
